,PPG_Rate,EDA_Tonic,EDA_Phasic,Condition,Gender
2,0.12616572395955927,0.019355141152656463,0.0040029649906087456,zmatek,muz
3,-2.95201424564965,0.009466165989725106,-0.007920260601811087,neutral,muz
4,-9.457297637539064,0.013093378668341038,0.007205298972899898,zmatek,muz
5,10.724883638840794,-0.0430451497545683,-0.0031939988346239693,neutral,muz
6,-0.22912527191718368,-0.005312102536906671,-0.005064414876836031,zmatek,muz
1,79.37758755675699,1.4906058061144758,0.0025204992545535252,neutral,muz
2,1.4386447256889738,-0.03728085963948913,0.01520209853981618,zmatek,muz
3,-0.28975599222738424,-0.10751573236932122,0.005528605008163646,neutral,muz
4,-2.87770872846356,-0.13876903868836,-0.00028640627626851144,zmatek,muz
5,1.42527684157416,-0.20416586824698935,-0.010931835464203642,neutral,muz
6,-7.236666518493195,-0.23525214934092964,0.010496315093991812,zmatek,muz
1,107.29201288885635,0.8935288429663466,0.0022430433120166323,neutral,muz
2,-25.218844375162902,-0.018219763872880712,0.0028616696775700372,zmatek,muz
3,-35.375951483236065,-0.04181862741520692,-0.004327930161265547,neutral,muz
4,-3.124706205632222,-0.052040223112832296,0.0029499383020933894,zmatek,muz
5,-39.412684331434576,-0.1471511101172529,0.0071498399434239265,neutral,muz
6,-27.98244523707278,-0.11241883714825507,-0.034019737665619346,zmatek,muz
1,72.97054454109696,0.15429713605262108,0.005152300659675009,neutral,zena
2,-10.150940013544151,0.005142768319855107,-0.016375704583752107,zmatek,zena
3,-10.746878623882345,0.009748338721280975,-0.010903107096619064,neutral,zena
4,-24.662232775457966,0.01363069104855072,-0.012112897618768399,zmatek,zena
5,-15.518196375978533,0.018658403199339868,-0.015276471827401127,neutral,zena
6,-2.588126551972948,0.015095666633666183,-0.014143037278704883,zmatek,zena
1,76.25339037962824,0.724094829724256,-0.02140363314622659,neutral,muz
2,-33.87047122438614,0.031176216831415804,0.029658664420958592,zmatek,muz
3,-31.207357480969378,0.023763980186441325,0.026869393333877386,neutral,muz
4,3.104058028404424,0.04966841295410884,0.0036427170590797135,zmatek,muz
5,1.3716722252808893,0.3021722190935354,-0.0022262486993149116,neutral,muz
6,-17.02674252073747,0.35749924904827424,0.028446617584564307,zmatek,muz
1,93.19268637434668,0.6260071832933976,-0.030163029638691437,neutral,zena
2,-12.90293632762625,-0.045696770330306724,0.05647795774512003,zmatek,zena
3,-6.024601241912492,-0.06337277896823501,0.04564864246387926,neutral,zena
4,-50.04586166104052,-0.06695769762572135,0.044376262186376136,zmatek,zena
5,-10.180461527198858,0.0584852363732582,0.05970064418834067,neutral,zena
6,-19.977460235116993,0.13044788621090997,0.05136776671557887,zmatek,zena
1,79.49443660168193,0.1518995795087687,-8.312219890865976e-05,neutral,zena
2,-11.678216810435956,-0.003335491980337807,-0.0009067249073416241,zmatek,zena
3,-19.10590669467048,-0.001644777209397763,0.000983638470295077,neutral,zena
4,-28.010291947977166,0.0004215077398617706,0.0004277308660491704,zmatek,zena
5,-29.644415273800284,-0.006235278495503427,-0.0010555922367741213,neutral,zena
6,0.7708375979800337,-0.0068229114816487635,-0.0002691656018688198,zmatek,zena
1,70.99799902023187,0.2807752218116191,0.004035421331719311,neutral,zena
2,-1.9628641362678252,0.005034742703741268,-0.008850334690022898,zmatek,zena
3,-18.279320136793885,-0.005086793062061057,-0.007202283717176128,neutral,zena
4,-7.441987146021738,-0.006789414617034584,-0.004418770522464371,zmatek,zena
5,-20.44562438384653,-0.015272101878820887,-0.010199982876629071,neutral,zena
6,-17.545459373720753,-0.02099722658670722,-0.007946295491674598,zmatek,zena
1,106.93724149323658,0.6081533606246539,-0.0016681772872310162,neutral,muz
2,-42.09311632476617,0.004210818251970894,0.00876194216788638,zmatek,muz
3,-54.37636679246432,-0.018250230406246404,-0.0009798656754604626,neutral,muz
4,-49.619192111659835,-0.027433490381873815,-0.016918353975410447,zmatek,muz
5,-17.248099839448912,-0.03785901772069944,0.001715705433817057,neutral,muz
6,-53.45262668982574,-0.017681228657876802,-0.05084565106676439,zmatek,muz
1,54.954967979870794,0.12098833066310295,0.0011179935109464384,neutral,zena
2,24.308850355778496,0.0008361299709944287,3.599656198101137e-05,zmatek,zena
3,-15.340607397405527,0.0005865267905088151,-0.0007909061973247615,neutral,zena
4,-6.4926820298165,-0.0008330650618362662,-0.0015768794657690251,zmatek,zena
5,9.736830862392459,0.002134909662371398,-0.0007206758072885854,neutral,zena
6,12.99964819525055,0.0011151620768520415,-0.001827279622722865,zmatek,zena
1,74.5427453748842,2.9424262931717786,0.021807677934639103,neutral,muz
2,-41.7147329773405,-0.07599423014618534,-0.06606851491961531,zmatek,muz
3,-12.98520717845983,-0.1435369693975086,-0.037694915374831106,neutral,muz
4,-11.184479132492328,-0.12182734080469437,-0.03877370148398139,zmatek,muz
5,23.81772110261508,-0.37266184874973485,-0.06262897989582566,neutral,muz
6,-35.816380753998565,-0.4293362904002409,-0.07158150872794061,zmatek,muz
1,61.04599414185247,0.12549291652225733,-0.0014725813948822247,neutral,muz
2,-21.80479941862724,-0.001978982118142167,0.0001691520569513925,zmatek,muz
3,-24.59789897866746,-0.0026079496070828684,0.0002786471055914682,neutral,muz
4,-15.00222804371051,-0.002399866222175459,0.0016172677283504584,zmatek,muz
5,-19.34554271978905,-0.0017779112069523373,0.0007521999158707321,neutral,muz
6,-4.039963895311637,-0.0018418906718155187,5.396241358572129e-05,zmatek,muz
1,52.107048624198995,0.3908283429150022,-1.4013241101325075e-05,neutral,muz
2,-27.936333853515794,-0.0003711194353996361,-0.004047020693524394,znechuceni,muz
3,7.756671423217377,-0.0004883246412712428,-0.00047683045860995966,neutral,muz
4,-3.6776128984314624,-0.0031426502169458193,-0.00017969073295214888,znechuceni,muz
5,-1.4225691210837539,-0.0035619382417999557,-0.0032890775325491992,neutral,muz
6,2.548198711832775,-0.002210130449461112,-0.0007261738250371223,znechuceni,muz
1,76.7563559014663,0.408243524025476,-0.002015848012470381,neutral,zena
2,-7.075681426187543,-0.0012081648030789482,0.010911878954986803,znechuceni,zena
3,-15.43106363282854,-0.007245398293664995,0.012074484320657058,neutral,zena
4,-0.3531150132617853,-0.008895188367535611,0.005148896563723154,znechuceni,zena
5,-38.103653078866785,-0.019183279243364604,0.0042982809775070005,neutral,zena
6,-25.33545377844164,-0.01756116912795669,0.008550924240393224,znechuceni,zena
1,84.74549584980892,0.33481900604755555,-0.013255518901217051,neutral,muz
2,-30.642366550124535,0.005785518493983677,0.017554270163677124,znechuceni,muz
3,-42.69137721721031,0.013773639629687029,0.014028531152312947,neutral,muz
4,-11.312244367815481,0.01444414788386511,0.010806055576963562,znechuceni,muz
5,-43.25287683755619,0.013201833156972043,0.011792912234006464,neutral,muz
6,-31.524784579467784,0.01023387647964874,0.009806979683420144,znechuceni,muz
1,69.68932636111968,0.6266253252666633,-0.002036150068770309,neutral,muz
2,2.326664782670079,-0.005774469645465685,-0.0005055522047663855,znechuceni,muz
3,-4.94011741277059,-0.023994764466811924,0.006793399354726681,neutral,muz
4,-6.538494391661175,-0.026058408357511054,0.004008124282183804,znechuceni,muz
5,-10.690997980960077,-0.04955666713687701,0.01073965543026647,neutral,muz
6,22.882358754660316,-0.05305729499887957,-0.0023126673831950595,znechuceni,muz
1,75.31334185427703,1.0948052434376327,0.006735656773005887,neutral,muz
2,8.027124543583582,-0.00892948818436401,-0.0037328987184832045,znechuceni,muz
3,24.510741103822852,-0.04177640171295094,-0.005239408051802755,neutral,muz
4,2.7366744776929295,-0.05371688412786435,-0.014756146646598422,znechuceni,muz
5,37.5766286922678,-0.05192244886101838,-0.012515443559403393,neutral,muz
6,-25.076308038715837,-0.06384987074010362,-0.0023001757031144666,znechuceni,muz
1,75.20260747119667,0.8607448721919894,0.0013290336041836544,neutral,muz
2,8.355468205582739,-0.02024717522387609,0.005727483149927505,znechuceni,muz
3,3.341051091685131,0.014610660231635153,-0.02012828205953643,neutral,muz
4,-2.3469038219164133,0.04926664400106551,0.00031731317579960865,znechuceni,muz
5,11.472011941659332,0.0002502693720735083,-0.005004322156826564,neutral,muz
6,-0.24518965933181391,-0.0046744943425727215,-0.0019169996368290075,znechuceni,muz
1,77.55706270290297,0.16204610655513924,-0.006369954905333803,neutral,zena
2,-14.228871751944553,-0.0025460495317597143,-0.0016401220695046095,znechuceni,zena
3,8.698521958268984,-0.0009065402184499638,0.0007428532759702735,neutral,zena
4,2.549181948638477,-0.00723146727750576,0.003769955940668566,znechuceni,zena
5,-2.3754235147436162,-0.013091398060024878,0.007136524416137481,neutral,zena
6,12.983921787754824,-0.017136578490511284,0.008236045891492936,znechuceni,zena
1,72.34884721155814,0.6101198357065132,0.00412531490749758,neutral,muz
2,-20.947278431613036,0.025512881308326185,-0.0014031636946817885,znechuceni,muz
3,3.6148039174673983,0.06431169562881811,-0.007414657568488421,neutral,muz
4,14.622021890942946,0.0794317074443106,0.002503161709243219,znechuceni,muz
5,-20.059462284120457,0.09320744279248316,0.016970540818186983,neutral,muz
6,2.9565463956124916,0.10112551603343367,-0.003999358762917625,znechuceni,muz
1,92.07500768521366,0.5950129887353969,-0.005466489476881617,neutral,zena
2,-22.115967407835086,-0.01732388156506448,-0.013751471006601264,znechuceni,zena
3,6.578359754976347,-0.036748099048223404,-0.005899590813482569,neutral,zena
4,9.241054741266638,-0.04361963334586816,0.006583057519844317,znechuceni,zena
5,-22.24695288326005,-0.05042453273635039,0.003849002012199405,neutral,zena
6,-34.307703695744124,-0.051176140993055785,-0.004593453090033209,znechuceni,zena
1,78.69627837204965,0.14277377331025146,0.0013025571740303541,neutral,zena
2,12.65529340445407,0.0031074418563457606,-0.002010790138194194,znechuceni,zena
3,-8.563230917915561,0.003702617435628469,-0.0005739774995410591,neutral,zena
4,4.26710791199956,0.0022668204618501997,-0.0009523883059922239,znechuceni,zena
5,-24.281739968017185,0.0006311805955502847,-0.0015923482252254194,neutral,zena
6,3.7266302379858303,0.0007604378698695957,-0.0026192918375378916,znechuceni,zena
1,85.94708383699266,0.5229355161440846,0.0025600030271441176,neutral,muz
2,-17.487295205660644,0.0072696316291721574,-0.0014139423546986336,znechuceni,muz
3,-0.8267777833670351,0.01701838468375494,-0.003315096722607152,neutral,muz
4,-21.243989050368185,0.023737642786415436,-0.002981033081661209,znechuceni,muz
5,-27.032328806038258,0.035088042886743054,-0.0027757993212367085,neutral,muz
6,-8.617202360276153,0.03910072641184137,-0.003885536500282635,znechuceni,muz
1,70.55461041170466,0.14016888067299305,-0.01092827147958356,neutral,zena
2,-6.724813846708308,0.016473708086791217,0.00796066054710129,znechuceni,zena
3,42.15328779609415,0.017091752497615353,0.038356998426954905,neutral,zena
4,-14.77501764759009,0.05516608831239367,0.01937161687625245,znechuceni,zena
5,-20.790548693364173,0.08537640895963228,0.001056982739841122,neutral,zena
6,-13.975888375790731,0.09334575958388841,0.006873255994601619,znechuceni,zena
1,80.26473647177932,0.1982624843641696,-0.008662225042437655,neutral,zena
2,-26.64597368848068,-0.005774813377973004,0.00724422926835082,znechuceni,zena
3,-17.803081552086745,-0.006733154343246839,0.010356370886305618,neutral,zena
4,11.223925714227704,-0.005323211165879915,0.009855335668651526,znechuceni,zena
5,-1.1817535299582573,-0.008439348093154192,0.006943461247845372,neutral,zena
6,-1.4018439796232087,-0.0060096426579175355,0.004555765182012132,znechuceni,zena
1,80.41884583033642,0.0663179359822439,-0.0017679447422829545,neutral,zena
2,-33.5045928468836,-0.0005530652854575241,0.0006617640463008232,znechuceni,zena
3,1.8192519927801953,0.003473745202888595,0.0027551505090510475,neutral,zena
4,19.306426199503306,0.005351148908912279,0.0026965239402546386,znechuceni,zena
5,-15.41760272801433,0.018494186372475935,0.001378414103602245,neutral,zena
6,-41.454195384922784,0.019715031178623,0.0017514250401385488,znechuceni,zena
1,57.40927644874836,0.13939662673664402,-0.0022647682154368566,neutral,zena
2,-3.524543388161149,-0.004341156394237017,0.003057609500365103,znechuceni,zena
3,-17.68643177944803,-0.007650330273438949,0.006776051042053085,neutral,zena
4,-5.906548136642414,-0.00832903528419729,0.0029916391594966363,znechuceni,zena
5,1.3476962735226792,-0.00874322705304717,0.002878845921819328,neutral,zena
6,10.739941382758047,-0.009925997524685815,-0.0009592084871648211,znechuceni,zena
1,82.5386941387266,2.678753979970574,0.022274241162416136,neutral,muz
2,-45.4825742671879,0.02198994747614824,-0.05825733813824298,znechuceni,muz
3,-33.13663259369437,-0.026809459896884658,-0.041097087062956714,neutral,muz
4,-27.27580965301827,-0.07639936236098333,-0.05492021189979546,znechuceni,muz
5,-27.344717766152087,-0.1393348756414623,-0.03597614089198204,neutral,muz
6,-32.72510955832618,-0.14275570370620994,-0.06479760460805159,znechuceni,muz
1,80.05440830110805,0.12286618828053361,0.002781272671091398,neutral,muz
2,-15.723977151019326,0.002825667088601491,-0.002920208670414079,znechuceni,muz
3,-31.1562414551301,0.0027454440038447436,-0.00505862921017984,neutral,muz
4,-9.625819150355568,0.002189729912038252,-0.0032991800036095958,znechuceni,muz
5,-28.53685289219814,0.0028026446677005823,-0.0024664289471556322,neutral,muz
6,-35.82569281526635,0.002904597984499241,-0.002148545346016958,znechuceni,muz
